line_number,summary
107,"TRUMP claims that Hillary Clinton's actions as Secretary of State have destabilized the Middle East. He argues that her invasion of Libya led to the rise of ISIS, her support for regime change in Syria fueled a bloody civil war and provided a launching pad for terrorism, and her role in forcing out a friendly regime in Egypt resulted in the rise of radical Islam. Additionally, Trump criticizes Clinton for announcing the departure date from Iraq, which he believes allowed ISIS to gain control. He concludes that Clinton's foreign policy decisions have led to numerous disasters in the region."
112,"CLAIM: Hillary Clinton lacks the temperament, judgment, and competence to lead.

This claim was made by Trump during a debate at Trump NY Soho on June 22nd, 2016. Trump argues that Clinton's decisions, such as supporting the War in Iraq and rushing into war in Libya, have led to disastrous foreign policy outcomes. He also mentions that Clinton's actions have opened the door to radical Islam and that ISIS threatens both the United States and peaceful Muslims worldwide. Trump concludes that Clinton's leadership style is volatile, impulsive, and disregards rules."
113,"TRUMP claims that Hillary Clinton's foreign policy decisions have led to disastrous consequences, including the rise of ISIS in Iraq. He argues that Clinton's support for the War in Iraq and her decision to intervene in Libya show a lack of judgment and competence. Additionally, Trump criticizes Clinton for not acknowledging the threat posed by Radical Islam. This claim was made on June 22nd, 2016 at Trump NY Soho."
114,"TRUMP claims that ISIS threatens the US today because of the decisions made by Hillary Clinton. He argues that Clinton's foreign policy has resulted in one disaster after another, starting with her support for the War in Iraq. Trump also criticizes Clinton's decision to go to war in Libya and questions her temperament, judgment, and competence to lead. He further asserts that Clinton refuses to acknowledge the threat posed by Radical Islam and supports a radical 550% increase in Syrian refugees coming into the United States."
129,"TRUMP claims that Hillary Clinton may be the most corrupt person ever to seek the presidency. He supports this claim by stating that Clinton failed to disclose over 1,000 foreign donations while at the State Department. He also mentions that a foreign telecom company paid Bill Clinton $750,000 for a single speech while facing possible State Department sanctions. Additionally, TRUMP alleges that Clinton's State Department approved the transfer of 20% of America's uranium holdings to Russia, while investors in the deal funneled $145 million to the Clinton Foundation. He further accuses Clinton of appointing a top donor to a national security board without national security credentials and accepting $58,000 in jewelry from the government of Brunei, a country that enforces oppressive Sharia law."
130,"TRUMP claims that Hillary Clinton may be the most corrupt person ever to seek the presidency. He supports this claim by stating that a foreign telecom company paid Bill Clinton $750,000 for a single speech while facing possible State Department sanctions. He also alleges that Hillary Clinton's State Department approved the transfer of 20% of America's uranium holdings to Russia, with 9 investors in the deal funneling $145 million to the Clinton Foundation. Additionally, he accuses Clinton of appointing a top donor to a national security board without national security credentials and accepting $58,000 in jewelry from the government of Brunei, which has oppressive Sharia law. Trump further argues that the government of Brunei would benefit greatly from Hillary's support of the Trans-Pacific Partnership. This claim was made on June 22nd, 2016 at Trump NY Soho."
140,"TRUMP claims that Hillary Clinton took up to $25 million from Saudi Arabia, where being gay is punishable by death, as well as millions from Kuwait, Qatar, Oman, and other countries that abuse women and LGBT citizens. He also accuses Clinton of illegally stashing her State Department emails on a private server, which could have been easily hacked by foreign governments, potentially putting America in danger. TRUMP argues that the 33,000 deleted emails may contain sensitive information that our enemies could use for blackmail, disqualifying Clinton from the presidency. Additionally, he asserts that national security is tied to immigration security, and Clinton supports neither."
150,"TRUMP claims that Hillary Clinton has put forward the most radical immigration platform in the history of the United States, including granting mass amnesty and ending virtually all immigration enforcement in her first 100 days, which would create totally open borders. TRUMP argues that the first victims of these policies would be poor African-American and Hispanic workers who need jobs. TRUMP supports his claim by sharing a letter from Mary Ann Mendoza, whose son was killed by an illegal immigrant due to the open borders policies supported by Clinton. TRUMP concludes that Clinton is willing to put the lives of Americans in harm's way and should go to prison for the crimes she has committed against the country."
156,"TRUMP claims that Hillary Clinton's immigration policies would put American lives in danger and that she should go to prison for the crimes she has committed against the country. He also argues that Clinton wants to spend a significant amount of money on resettling Middle Eastern refugees, which he believes could be better used to rebuild inner cities in America. Additionally, TRUMP asserts that Clinton's immigration agenda would keep immigrant communities poor and prevent unemployed Americans from finding work. He further claims that Clinton's judges would virtually abolish the 2nd amendment."
156,"TRUMP claims that Hillary Clinton's immigration policies would put American lives in danger and that she should go to prison for the crimes she has committed against the country. He also argues that Clinton wants to spend a significant amount of money on resettling Middle Eastern refugees, which he believes could be better used to rebuild inner cities in America. Additionally, TRUMP asserts that Clinton's immigration agenda would keep immigrant communities poor and prevent unemployed Americans from finding work. He further claims that Clinton's judges would virtually abolish the 2nd amendment."
178,"TRUMP claims that Hillary Clinton's message is old and tired and that she believes things can't change. He argues that his message is that things have to change and that this is the last chance to do it. TRUMP believes that Americans have accomplished great feats in the past but have started thinking small and relying on other countries and institutions. He states that America has lost its sense of purpose and daring, but he believes that by November, they can bring America back to be bigger, better, and stronger than ever."
178,"TRUMP claims that Hillary Clinton's message is old and tired and that she believes things can't change. He argues that his message is that things have to change and that this is the last chance to do it. TRUMP believes that Americans have accomplished great feats in the past but have started thinking small and relying on other countries and institutions. He asserts that America has lost its sense of purpose and daring, but he believes that by November, they can bring America back to be bigger, better, and stronger than ever."
182,"CLAIM: Trump claims that Americans have lost their sense of purpose and daring, and have become reliant on other countries, people, and institutions. He believes that America can be brought back to its former greatness by building the greatest infrastructure, improving the military, bringing in new factories, and rebuilding inner cities. This claim was made on June 22nd, 2016 at Trump NY Soho."
