line_number,summary
437,"KAINE claims during the vice presidential debate on October 5th, 2016, that people should not be afraid to bring up issues of bias in law enforcement. He uses the example of Philando Castile, a worker in a local school who was killed for no apparent reason. KAINE argues that discussing and investigating such incidents is necessary to find solutions."
438,"KAINE claims during the vice presidential debate on October 5th, 2016, that Philando Castile, a worker in a local school in St. Paul, was killed for no apparent reason. He further states that Castile had been stopped by the police 40 or 50 times before the fatal incident."
497,"PENCE claims during the vice presidential debate on October 5th, 2016, that Donald Trump has a plan to end illegal immigration in the United States."
497,"PENCE claims during the vice presidential debate on October 5th, 2016, that Donald Trump has a plan to end illegal immigration in the United States."
497,"PENCE claims during the vice presidential debate on October 5th, 2016, that Donald Trump has a plan to end illegal immigration in the United States."
639,"KAINE claims during the vice presidential debate on October 5th, 2016, that Donald Trump doesn't have a plan and instead has dangerous ideas."
639,"KAINE claims during the vice presidential debate on October 5th, 2016, that Donald Trump doesn't have a plan and instead has dangerous ideas."
640,"KAINE claimed during the vice presidential debate on October 5th, 2016 in an unspecified location that Donald Trump doesn't have a plan and he trash talks the military."
640,"KAINE claimed during the vice presidential debate on October 5th, 2016 in an unspecified location that Donald Trump doesn't have a plan and he trash talks the military."
965,KAINE claims that Donald Trump cannot be defended and believes this point should be emphasized.
968,"PENCE claimed during the vice presidential debate on October 5th, 2016 that he did not want words to be put in his mouth."
682,"PENCE claimed during the vice presidential debate on October 5th, 2016, that the sacrifices made by American soldiers like Scott Zubowski in Iraq were squandered by the Obama administration, creating a vacuum in which ISIS was able to grow. He also mentioned that the Iranian deal initiated by Hillary Clinton provided $150 billion to the radical mullahs in Iran."
694,"PENCE claimed during the vice presidential debate on October 5th, 2016, that Donald Trump and himself are committed to suspending the Syrian refugee program and programs and immigration from areas of the world that have been compromised by terrorism."
737,"PENCE claims during the vice presidential debate on October 5th, 2016 that if he becomes vice president or if Donald Trump becomes president, they will prioritize the safety and security of the American people."
1039,"PENCE claims that Hillary Clinton and Barack Obama's foreign policy, including the Iran nuclear deal and lifting of sanctions, has led to a closer working relationship between Iran and Russia. He also mentions the situation in Syria and the rise of ISIS in Raqqa. This claim was made during the vice presidential debate on October 5th, 2016."
1134,"KAINE claims during the vice presidential debate on October 5th, 2016, that the Clinton Foundation is one of the highest-rated charities in the world."
1163,"PENCE claimed during the vice presidential debate on October 5th, 2016 that less than ten cents on the dollar in the Clinton Foundation has gone to charitable causes, while the Trump Foundation gives virtually every cent to charitable causes."
1163,"PENCE claimed during the vice presidential debate on October 5th, 2016 that less than ten cents on the dollar in the Clinton Foundation has gone to charitable causes, while the Trump Foundation gives virtually every cent to charitable causes."
1163,"PENCE claimed during the vice presidential debate on October 5th, 2016 that less than ten cents on the dollar in the Clinton Foundation has gone to charitable causes, while the Trump Foundation gives virtually every cent to charitable causes."
1163,"PENCE claimed during the vice presidential debate on October 5th, 2016 that less than ten cents on the dollar in the Clinton Foundation has gone to charitable causes, while the Trump Foundation gives virtually every cent to charitable causes."
1162,KAINE claims that less than ten cents on the dollar in the Clinton Foundation has gone to charitable causes.
1259,"KAINE claims during the vice presidential debate on October 5th, 2016, that American women have the constitutional right to make their own decisions about pregnancy without being punished. He argues against Governor Pence's desire to repeal Roe v. Wade and emphasizes the importance of not having laws that punish women for their reproductive choices."
1325,"KAINE claims during the vice presidential debate on October 5th, 2016, that Hillary Clinton has a strong record of experience and respect from Republican senators due to her time as First Lady, Senator, and Secretary of State."
